NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
JOHOR,PPD KLUANG,SMK,JEA2034,SEKOLAH MENENGAH KEBANGSAAN (FELDA) KAHANG TIMUR,"FELDA KAHANG TIMUR, PS 112",86007,KLUANG,077866661,077867349,JEA2034@moe.edu.my,Luar Bandar,429,42,ADA,ADA,103.49611,2.08407
JOHOR,PPD KLUANG,SMK,JEA2035,SEKOLAH MENENGAH KEBANGSAAN LKTP BELITONG,JALAN ANGGERIK FELDA ULU BELITONG,86000,KLUANG,077863909,077863909,JEA2035@moe.edu.my,Luar Bandar,369,41,ADA,ADA,103.474333,1.947374
JOHOR,PPD KLUANG,SMK,JEA2036,SEKOLAH MENENGAH KEBANGSAAN TAMAN KLUANG BARAT,"JALAN YULE CATTO , TAMAN KLUANG BARAT",86000,KLUANG,077727427,077712714,JEA2036@moe.edu.my,Bandar,560,76,TIADA,ADA,103.289943,2.011025
JOHOR,PPD KLUANG,SMK,JEA2037,SEKOLAH MENENGAH KEBANGSAAN SIMPANG RENGAM,"KM 72, JALAN JOHOR",86200,SIMPANG RENGGAM,077558012,077550267,JEA2037@moe.edu.my,Bandar,1147,99,ADA,ADA,103.3218884,1.812536322
JOHOR,PPD KLUANG,SMK,JEA2038,SEKOLAH MENENGAH KEBANGSAAN SERI INTAN,"JLN INTAN SATU,TMN INTAN",86000,KLUANG,077767330,077767754,JEA2038@moe.edu.my,Bandar,697,62,ADA,ADA,103.305018,2.014416
JOHOR,PPD KLUANG,SMK,JEA2039,SEKOLAH MENENGAH KEBANGSAAN BANDAR T6,"JALAN AZAM 15, TAMAN SRI LAMBAK",86000,KLUANG,077892611,077892807,JEA2039@moe.edu.my,Bandar,818,66,ADA,ADA,103.38729,1.955364
JOHOR,PPD KLUANG,SMK,JEA2040,SEKOLAH MENENGAH KEBANGSAAN JALAN KOTA TINGGI,KM 7 JALAN KOTA TINGGI,86000,KLUANG,077743468,077741668,JEA2040@moe.edu.my,Bandar,977,78,ADA,ADA,103.34807,2.008713
JOHOR,PPD KLUANG,SMK,JEA2041,SEKOLAH MENENGAH KEBANGSAAN SERI LALANG,JALAN AYER HITAM,86000,KLUANG,077581158,077581157,JEA2041@moe.edu.my,Luar Bandar,665,59,ADA,ADA,103.2041191,1.941275545
JOHOR,PPD KLUANG,SMK,JEA2042,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERI KLUANG,"JALAN 16, TAMAN SRI KLUANG",86000,KLUANG,077766206,077766706,JEA2042@moe.edu.my,Bandar,736,62,TIADA,ADA,103.2969117,2.028184619
JOHOR,PPD KLUANG,SMK,JEA2043,SEKOLAH MENENGAH KEBANGSAAN SERI SEMBRONG,BATU 6 1/2 JALAN MERSING,86000,KLUANG,077878755,077878955,JEA2043@moe.edu.my,Luar Bandar,269,24,TIADA,ADA,103.3848453,2.095158908
JOHOR,PPD KLUANG,SMK,JEA2044,SEKOLAH MENENGAH KEBANGSAAN SERI KOTA PALOH,"JALAN PALOH, PALOH",86600,KLUANG,077811688,077811388,JEA2044@moe.edu.my,Luar Bandar,208,26,TIADA,ADA,103.2017684,2.1984426
JOHOR,PPD KLUANG,SMK,JEA2045,SEKOLAH MENENGAH KEBANGSAAN DATO' IBRAHIM MAJID,"KM. 3 JALAN BENUT, SIMPANG RENGGAM",86200,KLUANG,077551405,077551405,JEA2045@moe.edu.my,Luar Bandar,371,32,TIADA,ADA,103.317166,1.792549
JOHOR,PPD KLUANG,SBP,JEA2046,SEKOLAH MENENGAH SAINS SEMBRONG,J16 JALAN PADANG TEMBAK,86000,KLUANG,077892528,077892523,JEA2046@moe.edu.my,Bandar,815,71,TIADA,ADA,103.38005,1.9673
JOHOR,PPD KLUANG,SMK,JEA2047,SEKOLAH MENENGAH KEBANGSAAN SERI PERDANA,"KM 3, JALAN NYIOR",86000,KLUANG,077763682,077763682,JEA2047@moe.edu.my,Bandar,881,71,TIADA,ADA,103.31192,2.05738
JOHOR,PPD KLUANG,SMK,JEA2048,SEKOLAH MENENGAH KEBANGSAAN SERI MACHAP,LOT 4 DAN 5 JALAN BESAR PEKAN MACHAP,86200,SIMPANG RENGGAM,TIADA,TIADA,JEA2048@moe.edu.my,Luar Bandar,525,44,ADA,ADA,103.2642,1.879003
JOHOR,PPD KOTA TINGGI,SMK,JEA3036,SEKOLAH MENENGAH KEBANGSAAN BANDAR EASTER,FELDA BUKIT EASTER,81900,KOTA TINGGI,078925822,078925822,JEA3036@moe.edu.my,Luar Bandar,475,49,ADA,ADA,104.076829,1.754343
JOHOR,PPD KOTA TINGGI,SMK,JEA3037,SEKOLAH MENENGAH KEBANGSAAN TUN HABAB,JLN TAJUL,81900,KOTA TINGGI,078831026,078821026,JEA3037@moe.edu.my,Bandar,853,87,TIADA,ADA,103.896393,1.722561
JOHOR,PPD KOTA TINGGI,SMK,JEA3038,SEKOLAH MENENGAH KEBANGSAAN BANDAR KOTA TINGGI,PETI SURAT 78,81907,KOTA TINGGI,078832055,078831834,JEA3038@moe.edu.my,Bandar,893,85,ADA,ADA,103.9049041,1.7453331
JOHOR,PPD KOTA TINGGI,SMK,JEA3039,SEKOLAH MENENGAH KEBANGSAAN TAN SRI JAAFAR ALBAR,TANJUNG SEDILI,81910,KOTA TINGGI,078918224,078918916,JEA3039@moe.edu.my,Luar Bandar,711,64,ADA,ADA,104.107674,1.926338
JOHOR,PPD KOTA TINGGI,SMK,JEA3042,SEKOLAH MENENGAH KEBANGSAAN AIR TAWAR,FELDA AIR TAWAR 2,81920,KOTA TINGGI,078931980,078933313,JEA3042@moe.edu.my,Luar Bandar,978,74,ADA,ADA,104.025986,1.674526
JOHOR,PPD KOTA TINGGI,SMK,JEA3043,SEKOLAH MENENGAH KEBANGSAAN BANDAR MAS,"JALAN CENDANA UTAMA, BANDAR MAS",81900,KOTA TINGGI,078236500,078236500,JEA3043@moe.edu.my,Luar Bandar,738,72,ADA,ADA,104.14515,1.611181
JOHOR,PPD KOTA TINGGI,SMK,JEA3045,SEKOLAH MENENGAH KEBANGSAAN ADELA,FELDA ADELA,81900,KOTA TINGGI,078278340,078276671,JEA3045@moe.edu.my,Luar Bandar,815,72,ADA,ADA,104.180524,1.474425
JOHOR,PPD KOTA TINGGI,SMK,JEA3046,SEKOLAH MENENGAH KEBANGSAAN SEMENCHU,FELDA SEMENCHU,81900,KOTA TINGGI,078954632,078952232,JEA3046@moe.edu.my,Luar Bandar,714,62,ADA,ADA,104.095016,1.571227
JOHOR,PPD KOTA TINGGI,SMK,JEA3047,SEKOLAH MENENGAH KEBANGSAAN LOKMAN HAKIM,FELDA LOK HENG,81900,KOTA TINGGI,078947142,078948526,JEA3047@moe.edu.my,Luar Bandar,469,43,ADA,ADA,104.1153,1.699438
JOHOR,PPD KOTA TINGGI,SMK,JEA3048,SEKOLAH MENENGAH KEBANGSAAN LINGGIU,FELDA LINGGIU,81900,KOTA TINGGI,078904116,078904116,JEA3048@moe.edu.my,Luar Bandar,249,26,ADA,ADA,103.7247509,1.82297221
JOHOR,PPD KOTA TINGGI,SMK,JEA3049,SEKOLAH MENENGAH KEBANGSAAN BANDAR PENAWAR,"JALAN DESARU, BANDAR PENAWAR",81930,KOTA TINGGI,078222210,078222210,JEA3049@moe.edu.my,Luar Bandar,684,56,ADA,ADA,104.228828,1.563433
JOHOR,PPD KOTA TINGGI,SBP,JEA3050,SEKOLAH MENENGAH SAINS KOTA TINGGI,BANDAR PENAWAR,81930,BANDAR PENAWAR,078222475,078222477,JEA3050@moe.edu.my,Luar Bandar,723,60,TIADA,ADA,104.224552,1.566279
JOHOR,PPD KOTA TINGGI,SUKAN,JEA3051,SEKOLAH SUKAN TUNKU MAHKOTA ISMAIL,BANDAR PENAWAR,81930,KOTA TINGGI,078223027,078223028,JEA3051@moe.edu.my,Luar Bandar,313,104,TIADA,ADA,104.22558,1.569783
JOHOR,PPD KOTA TINGGI,SMK,JEA3052,SEKOLAH MENENGAH KEBANGSAAN SERI AMAN,PETI SURAT 46,81900,KOTA TINGGI,078911719,078911050,JEA3052@moe.edu.my,Luar Bandar,523,50,ADA,ADA,103.990393,1.822762
JOHOR,PPD KOTA TINGGI,SMK,JEA3053,SEKOLAH MENENGAH KEBANGSAAN TAMAN KOTA JAYA,"JALAN ANGGOR, TAMAN KOTA JAYA",81900,KOTA TINGGI,078838318,078838319,JEA3053@moe.edu.my,Bandar,762,69,ADA,ADA,103.890282,1.743088
JOHOR,PPD KOTA TINGGI,SMK,JEA3054,SEKOLAH MENENGAH KEBANGSAAN TANJUNG PENGELIH,"TANJUNG PENGELIH, PENGERANG",81600,PENGERANG,078253610,078253610,JEA3054@moe.edu.my,Luar Bandar,74,17,ADA,ADA,104.105956,1.366177
JOHOR,PPD KOTA TINGGI,SMK,JEA3055,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERI SAUJANA,TMN SERI SAUJANA,81900,KOTA TINGGI,078822137,078822136,JEA3055@moe.edu.my,Bandar,1004,83,ADA,ADA,103.86065,1.665576
JOHOR,PPD KULAI,SMK,JEA3056,SEKOLAH MENENGAH KEBANGSAAN SULTAN ALAUDDIN,"BUKIT BESAR, GUGUSAN TAIB ANDAK",81450,KULAI,078977200,078976860,JEA3056@moe.edu.my,Bandar,610,54,ADA,ADA,103.7080944,1.765295456
JOHOR,PPD KULAI,SMK,JEA3057,SEKOLAH MENENGAH KEBANGSAAN BANDAR TENGGARA,JLN TUN ABDUL JALIL,81440,BANDAR TENGGARA,078961037,078964452,JEA3057@moe.edu.my,Bandar,683,77,ADA,ADA,103.616954,1.874638
JOHOR,PPD KULAI,SMK,JEA3058,SEKOLAH MENENGAH KEBANGSAAN BANDAR TENGGARA 2,JALAN TUN AHMAD,81440,BANDAR TENGGARA,078966121,078966122,JEA3058@moe.edu.my,Bandar,591,52,TIADA,ADA,103.635,1.85667
JOHOR,PPD KULAI,SMK,JEA3059,SEKOLAH MENENGAH KEBANGSAAN SERI PINANG,"JALAN TUN ABD.MAJID,BANDAR TENGGARA",81440,BANDAR TENGGARA,078961300,078961300,JEA3059@moe.edu.my,Bandar,903,62,TIADA,ADA,103.62817,1.844783
JOHOR,PPD KOTA TINGGI,SMK,JEA3060,SEKOLAH MENENGAH KEBANGSAAN PENGERANG UTAMA,PERSIARAN BAYU DAMAI 2 TAMAN BAYU DAMAI,81620,PENGERANG,078280137,078280137,JEA3060@MOE.GOV.MY,Luar Bandar,830,71,ADA,ADA,104.26939,1.38573
JOHOR,PPD MERSING,SMK,JEA4034,SEKOLAH MENENGAH KEBANGSAAN (FELDA) TENGGAROH,FELDA TENGGAROH 2,86810,MERSING,077911272,077914223,JEA4034@moe.edu.my,Luar Bandar,695,67,ADA,ADA,103.94707,2.07983
JOHOR,PPD MERSING,SMK,JEA4035,SEKOLAH MENENGAH KEBANGSAAN MERSING,"KM 3, JALAN ENDAU",86800,MERSING,077991480,077997104,JEA4035@moe.edu.my,Luar Bandar,963,82,ADA,ADA,103.82914,2.45374
JOHOR,PPD MERSING,SMK,JEA4036,SEKOLAH MENENGAH KEBANGSAAN NITAR,PETI SURAT 29,86807,MERSING,077961860,077961812,JEA4036@moe.edu.my,Luar Bandar,336,32,ADA,ADA,103.71555,2.38707
JOHOR,PPD MERSING,SMK,JEA4037,SEKOLAH MENENGAH KEBANGSAAN TAN SRI ABDUL KADIR,"JALAN ILMU, FELDA TENGGAROH 5",86810,MERSING,077911616,077911616,JEA4037@moe.edu.my,Luar Bandar,193,30,ADA,ADA,103.91227,2.15529
JOHOR,PPD MERSING,SMK,JEA4038,SEKOLAH MENENGAH KEBANGSAAN ANJUNG BATU,"KM 2, JALAN JEMALUANG",86800,MERSING,077994912,077997442,JEA4038@moe.edu.my,Bandar,755,58,ADA,ADA,103.844348,2.412498
JOHOR,PPD MUAR,SMK,JEA5021,SEKOLAH MENENGAH KEBANGSAAN SERI MENANTI,"PETI SURAT 25, POS PARIT JAWA",84150,MUAR,069882823,069882989,JEA5021@moe.edu.my,Bandar,440,41,TIADA,ADA,102.6782,1.918848
JOHOR,PPD MUAR,SMK,JEA5022,SEKOLAH MENENGAH KEBANGSAAN DATO' SRI AMAR DI RAJA,"JLN TUNKU BENDAHARA, KG. DATO' SRI AMAR",84000,MUAR,069521472,069520593,JEA5022@moe.edu.my,Bandar,910,115,ADA,ADA,102.579,2.039932
JOHOR,PPD MUAR,SMK,JEA5023,SEKOLAH MENENGAH KEBANGSAAN TUN PERAK,"KM 4, JLN SALLEH",84000,MUAR,069521771,069516693,JEA5023@moe.edu.my,Bandar,1205,108,TIADA,ADA,102.5786,2.075246
JOHOR,PPD MUAR,SMK,JEA5024,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA,"PS 3, JLN MAHMOOD",84150,PARIT JAWA,069874242,069872230,JEA5024@moe.edu.my,Luar Bandar,724,69,ADA,ADA,102.6477,1.962603
JOHOR,PPD MUAR,SMK,JEA5028,SEKOLAH MENENGAH KEBANGSAAN BUKIT PASIR,JALAN JORAK,84300,BUKIT PASIR,069856861,069858445,JEA5028@moe.edu.my,Bandar,910,74,ADA,ADA,102.6365,2.107257
JOHOR,PPD MUAR,SMK,JEA5032,SEKOLAH MENENGAH KEBANGSAAN PEKAN BARU MUAR,POS SEMERAH,83600,SEMERAH,074161221,074164357,JEA5032@moe.edu.my,Bandar,965,102,ADA,ADA,102.7598,1.897502
JOHOR,PPD MUAR,SMK,JEA5035,SEKOLAH MENENGAH KEBANGSAAN TUN DR ISMAIL (STUDI),BAKRI,84200,MUAR,069866260,069864615,JEA5035@moe.edu.my,Bandar,1261,100,ADA,ADA,102.6559,2.039081
JOHOR,PPD MUAR,SMK,JEA5036,SEKOLAH MENENGAH KEBANGSAAN BUKIT NANING,AYER HITAM BATU 15 BAKRI,84200,MUAR,074211382,074211380,JEA5036@moe.edu.my,Luar Bandar,377,36,ADA,ADA,102.7613,2.029513
JOHOR,PPD MUAR,SMK,JEA5037,SEKOLAH MENENGAH KEBANGSAAN BANDAR MAHARANI,"KM 4, JALAN ISMAIL",84000,MUAR,069535301,069524684,JEA5037@moe.edu.my,Bandar,527,57,TIADA,ADA,102.5668,2.073018
JOHOR,PPD MUAR,SMK,JEA5039,SEKOLAH MENENGAH KEBANGSAAN SUNGAI ABONG,JLN SUNGAI ABONG,84000,MUAR,069548691,069548692,JEA5039@moe.edu.my,Bandar,1327,105,ADA,ADA,102.5956,2.065248
JOHOR,PPD MUAR,SMK,JEA5041,SEKOLAH MENENGAH KEBANGSAAN FELCRA BUKIT KEPONG,PETI SURAT 4,85300,LABIS,079237767,079237767,JEA5041@moe.edu.my,Luar Bandar,349,32,TIADA,ADA,102.9171,2.383016
JOHOR,PPD PONTIAN,SMK,JEA6005,SEKOLAH MENENGAH KEBANGSAAN SRI TANJUNG,JALAN PARIT ISMAIL,82200,BENUT,076902054,076903700,JEA6005@moe.edu.my,Bandar,867,78,ADA,ADA,103.259451,1.650817
JOHOR,PPD PONTIAN,SMK,JEA6006,SEKOLAH MENENGAH KEBANGSAAN DATO` PENGGAWA BARAT,JLN PARIT MESJID,82000,PONTIAN,076871628,076879567,JEA6006@moe.edu.my,Bandar,944,83,ADA,ADA,103.4041786,1.491537134
JOHOR,PPD PONTIAN,SMK,JEA6007,SEKOLAH MENENGAH KEBANGSAAN SRI KUKUP,KUKUP,82300,KUKUP,076960219,076960686,JEA6007@moe.edu.my,Luar Bandar,858,83,ADA,ADA,103.4616637,1.34296421
JOHOR,PPD PONTIAN,SMK,JEA6008,SEKOLAH MENENGAH KEBANGSAAN AYER BALOI,"JKR 1374, AYER BALOI",82100,AYER BALOI,076931237,076931236,JEA6008@moe.edu.my,Bandar,904,79,ADA,ADA,103.3392853,1.587914404
JOHOR,PPD PONTIAN,SMK,JEA6009,SEKOLAH MENENGAH KEBANGSAAN PARIT BETAK,JLN. PARIT BETAK,82210,BENUT,074259385,074257757,JEA6009@moe.edu.my,Luar Bandar,639,57,ADA,ADA,103.2040858,1.712903873
JOHOR,PPD PONTIAN,SMK,JEA6010,SEKOLAH MENENGAH KEBANGSAAN DATO' MOHD. YUNOS SULAIMAN,JLN. SAWAH,81500,PEKAN NANAS,076991831,076996833,JEA6010@moe.edu.my,Bandar,1300,114,ADA,ADA,103.5134894,1.519210748
JOHOR,PPD PONTIAN,SMK,JEA6011,SEKOLAH MENENGAH KEBANGSAAN KAYU ARA PASONG,JLN KAYU ARA PASONG,82010,KAYU ARA PASONG,076952080,076952335,JEA6011@moe.edu.my,Luar Bandar,503,48,ADA,ADA,103.395946,1.547712419
JOHOR,PPD PONTIAN,SMK,JEA6012,SEKOLAH MENENGAH KEBANGSAAN TAN SRI OSMAN MOHD SA'AT,JALAN JOHOR,82000,PONTIAN,076868494,076868495,JEA6012@moe.edu.my,Bandar,715,63,ADA,ADA,103.434391,1.494703837
JOHOR,PPD PONTIAN,KT6,JEA6013,KOLEJ TINGKATAN ENAM PONTIAN,PTD15944 MUKIM PONTIAN,82000,PONTIAN,076860159,076860159,JEA6013@moe.edu.my,Bandar,175,46,TIADA,ADA,103.392681,1.507922
JOHOR,PPD SEGAMAT,SMK,JEA7031,SEKOLAH MENENGAH KEBANGSAAN BULUH KASAP,"KM 8, JLN BULOH KASAP",85010,SEGAMAT,079441736,079442675,JEA7031@moe.edu.my,Bandar,749,71,ADA,ADA,102.7788913,2.547853894
JOHOR,PPD SEGAMAT,SMK,JEA7032,SEKOLAH MENENGAH KEBANGSAAN DATO' BENTARA DALAM,KM 3 JALAN GENUANG,85000,SEGAMAT,079433250,079436181,JEA7032@moe.edu.my,Bandar,830,84,ADA,ADA,102.8419125,2.493235323
JOHOR,PPD SEGAMAT,SMK,JEA7033,SEKOLAH MENENGAH KEBANGSAAN TENANG STESEN,"KM 19 JLN SEKOLAH, TENANG STESEN",85030,SEGAMAT,079279058,079279058,JEA7033@moe.edu.my,Luar Bandar,568,51,ADA,ADA,102.9569149,2.46914487
JOHOR,PPD SEGAMAT,SMK,JEA7034,SEKOLAH MENENGAH KEBANGSAAN BEKOK,JALAN CHAAH,86500,BEKOK,079221252,TIADA,JEA7034@moe.edu.my,Luar Bandar,366,34,ADA,ADA,103.1223106,2.294769758
JOHOR,PPD SEGAMAT,SMK,JEA7035,SEKOLAH MENENGAH KEBANGSAAN PALONG TIMUR,JALAN SERI TANJUNG,85100,BATU ANAM,064668203,064667488,JEA7035@moe.edu.my,Luar Bandar,325,40,ADA,ADA,102.6850462,2.704472347
JOHOR,PPD SEGAMAT,SMK,JEA7036,SEKOLAH MENENGAH KEBANGSAAN LKTP PEMANIS,JALAN PAHLAWAN,85007,SEGAMAT,079456853,079456853,JEA7036@moe.edu.my,Luar Bandar,271,29,ADA,ADA,102.9062212,2.595010557
JOHOR,PPD SEGAMAT,SMK,JEA7037,SEKOLAH MENENGAH KEBANGSAAN (LKTP) MAOKIL,JALAN ANGSANA 1,85300,LABIS,079191686,079191686,JEA7037@moe.edu.my,Luar Bandar,185,25,ADA,ADA,102.9662544,2.292539948
JOHOR,PPD SEGAMAT,SMK,JEA7038,SEKOLAH MENENGAH KEBANGSAAN GEMEREH,"KM 5, JALAN MUAR, TAMAN BUNGA RAYA",85000,SEGAMAT,079320885,079320885,JEA7038@moe.edu.my,Luar Bandar,307,33,ADA,ADA,102.7941316,2.493406822
JOHOR,PPD SEGAMAT,SMK,JEA7039,SEKOLAH MENENGAH KEBANGSAAN KAMARUL ARIFFIN,JALAN TENANG,85300,LABIS,079255793,079251464,JEA7039@moe.edu.my,Bandar,323,30,TIADA,ADA,103.0309,2.3997
JOHOR,PPD SEGAMAT,SMK,JEA7040,SEKOLAH MENENGAH KEBANGSAAN SERI JEMENTAH,"KM 20, JALAN MUAR",85200,JEMENTAH,079473058,079473058,JEA7040@moe.edu.my,Bandar,214,28,ADA,ADA,102.6864195,2.450263438
JOHOR,PPD SEGAMAT,SMK,JEA7041,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTRA,BANDAR PUTRA,85000,SEGAMAT,079435107,079435107,JEA7041@moe.edu.my,Bandar,810,66,ADA,ADA,102.863692,2.500138135
JOHOR,PPD SEGAMAT,SMK,JEA7042,SEKOLAH MENENGAH KEBANGSAAN SERI KENANGAN,BATU ANAM,85100,SEGAMAT,079499994,079499955,JEA7042@moe.edu.my,Luar Bandar,512,46,TIADA,ADA,102.717742,2.569207
JOHOR,PPD SEGAMAT,SMK,JEA7043,SEKOLAH MENENGAH KEBANGSAAN SERI BALI,"KM 1, JALAN YONG PENG, CHAAH",85400,SEGAMAT,079264501,079264502,JEA7043@moe.edu.my,Luar Bandar,435,41,ADA,ADA,103.0421287,2.234847776
JOHOR,PPD KULAI,SMK,JEA8001,SEKOLAH MENENGAH KEBANGSAAN SENAI,BATU 14 1/2,81400,SENAI,075991054,075982634,JEA8001@moe.edu.my,Bandar,1691,125,ADA,ADA,103.642546,1.59622
JOHOR,PPD KULAI,SMK,JEA8002,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN PUTRA,"BATU 21, JLN AYER HITAM",81000,KULAI,076631387,076622458,JEA8002@moe.edu.my,Bandar,1263,129,TIADA,ADA,103.594082,1.662626
JOHOR,PPD KULAI,SMK,JEA8005,SEKOLAH MENENGAH KEBANGSAAN KELAPA SAWIT,"BATU 26, JALAN AYER HITAM",81030,KULAI,076521760,076524362,JEA8005@moe.edu.my,Bandar,1416,111,ADA,ADA,103.528214,1.679516
JOHOR,PPD KULAI,SMK,JEA8006,SEKOLAH MENENGAH KEBANGSAAN KULAI BESAR,BATU 19  JALAN AIR HITAM,81000,KULAI,076636700,076623210,JEA8006@moe.edu.my,Bandar,711,70,ADA,ADA,103.615002,1.64493
JOHOR,PPD KULAI,SMK,JEA8007,SEKOLAH MENENGAH KEBANGSAAN TAMAN KOTA KULAI,"PERSIARAN SRI PUTRI, TAMAN PUTRI",81000,KULAI,076625675,076625675,JEA8007@moe.edu.my,Bandar,1066,74,TIADA,ADA,103.575828,1.654687
JOHOR,PPD KULAI,SMK,JEA8011,SEKOLAH MENENGAH KEBANGSAAN TAMAN PUTRI,JALAN SRI PUTRI 1/16,81000,KULAI,076626472,076634473,JEA8011@moe.edu.my,Bandar,1256,99,ADA,ADA,103.575015,1.662216
JOHOR,PPD KULAI,SMK,JEA8012,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTRA,JALAN NURI 9 BANDAR PUTRA,81000,KULAI,075999409,075990928,JEA8012@moe.edu.my,Bandar,1855,136,TIADA,ADA,103.631545,1.66205
JOHOR,PPD KULAI,SMK,JEA8013,SEKOLAH MENENGAH KEBANGSAAN INDAHPURA 1,JALAN INDAHPURA UTAMA TAMAN INDAHPURA,81000,KULAI,076624858,076637220,JEA8013@moe.edu.my,Bandar,1194,92,TIADA,ADA,103.615036,1.628989
JOHOR,PPD KULAI,SM KHAS,JEA8014,SEKOLAH MENENGAH PENDIDIKAN KHAS VOKASIONAL INDAHPURA,SISIRAN INDAHPURA 36/6,81000,KULAI,076625625,076625623,JEA8014@moe.edu.my,Bandar,208,97,TIADA,TIADA,103.611693,1.625894
JOHOR,PPD KULAI,SMK,JEA8015,SEKOLAH MENENGAH KEBANGSAAN BUKIT BATU,BATU 33 JALAN AYER HITAM,81020,KULAI,TIADA,TIADA,JEA8015@moe.edu.my,Luar Bandar,591,48,ADA,ADA,103.436421,1.737487
JOHOR,PPD KULAI,SMK,JEA8016,SEKOLAH MENENGAH KEBANGSAAN BANDAR PUTRA 2,JALAN PUTRA 3,81000,BANDAR PUTRA,0197585131,TIADA,--,Bandar,1061,71,TIADA,ADA,,
JOHOR,PPD TANGKAK,SMK,JEA9001,SEKOLAH MENENGAH KEBANGSAAN TENGKU MAHMUD ISKANDAR,"BATU 8, SG MATI",84400,LEDANG,069751066,069756717,JEA9001@moe.edu.my,Bandar,965,101,ADA,ADA,102.572996,2.155008
JOHOR,PPD TANGKAK,SMK,JEA9002,SEKOLAH MENENGAH KEBANGSAAN TENGKU TEMENGGONG AHMAD,KUNDANG ULU,84710,KUNDANG ULU,069728488,069728488,JEA9002@moe.edu.my,Luar Bandar,302,43,TIADA,ADA,102.766481,2.233567
JOHOR,PPD TANGKAK,SMK,JEA9003,SEKOLAH MENENGAH KEBANGSAAN TUN MAMAT,JLN PAYAMAS,84900,TANGKAK,069781245,069789784,JEA9003@moe.edu.my,Bandar,1071,92,TIADA,ADA,102.548363,2.279061
JOHOR,PPD TANGKAK,SBP,JEA9004,SEKOLAH MENENGAH SAINS MUAR,TANJUNG AGAS,84009,LEDANG,069523181,069536693,JEA9004@moe.edu.my,Bandar,737,61,TIADA,ADA,102.559355,2.06312
JOHOR,PPD TANGKAK,SMK,JEA9005,SEKOLAH MENENGAH KEBANGSAAN PARIT BUNGA,KM5 PARIT BUNGA,84000,TANGKAK,069522957,069543207,JEA9005@moe.edu.my,Bandar,537,63,TIADA,ADA,102.549275,2.074095
JOHOR,PPD TANGKAK,SMK,JEA9006,SEKOLAH MENENGAH KEBANGSAAN SAGIL TANGKAK,"KM 43, JLN SEGAMAT",84020,SAGIL,069773162,069773892,JEA9006@moe.edu.my,Bandar,564,54,ADA,ADA,102.606876,2.300057
JOHOR,PPD TANGKAK,SMK,JEA9007,SEKOLAH MENENGAH KEBANGSAAN SERI TANGKAK,"KM 32, JLN PAYAMAS",84900,TANGKAK,069788620,069788648,JEA9007@moe.edu.my,Bandar,713,64,ADA,ADA,102.561699,2.286809
JOHOR,PPD TANGKAK,SMK,JEA9008,SEKOLAH MENENGAH KEBANGSAAN PESISIRAN PERDANA,"JALAN GADING 3, TAMAN GADING BARU, TANJUNG AGAS",84000,LEDANG,069537270,069538270,JEA9008@moe.edu.my,Bandar,403,36,ADA,ADA,102.549323,2.065235
JOHOR,PPD TANGKAK,SMK,JEA9009,SEKOLAH MENENGAH KEBANGSAAN LEDANG,JLN SIALANG,84900,TANGKAK,069781266,069788727,JEA9009@moe.edu.my,Bandar,1168,106,TIADA,ADA,102.527154,2.269951
JOHOR,PPD TANGKAK,SMK,JEA9010,SEKOLAH MENENGAH KEBANGSAAN BUKIT GAMBIR,KG. SUNGAI JAYA,84800,BUKIT GAMBIR,069761050,069764900,jea9010@moe.edu.my,Bandar,1443,117,ADA,ADA,102.665796,2.218039
JOHOR,PPD TANGKAK,SMK,JEA9011,SEKOLAH MENENGAH KEBANGSAAN TUN SRI LANANG,FELDA SRI JAYA BKT SERAMPANG,85210,JEMENTAH,069776335,069777044,JEA9011@moe.edu.my,Luar Bandar,208,29,ADA,ADA,102.7883381,2.339191025
JOHOR,PPD TANGKAK,SMK,JEA9012,SEKOLAH MENENGAH KEBANGSAAN PEI HWA,PEKAN SUNGAI MATI,84400,SUNGAI MATI,069751143,069756716,JEA9012@moe.edu.my,Bandar,1056,92,TIADA,ADA,102.565431,2.147118
JOHOR,PPD BATU PAHAT,SMK,JEB0015,SEKOLAH MENENGAH KEBANGSAAN TINGGI BATU PAHAT,JALAN ZAHARAH,83000,BATU PAHAT,074341097,074334117,JEB0015@moe.edu.my,Bandar,713,79,TIADA,ADA,102.933435,1.842525
JOHOR,PPD BATU PAHAT,SMK,JEB0016,SEKOLAH MENENGAH KEBANGSAAN (P) TEMENGGONG IBRAHIM,35 JALAN TASEK,83000,BATU PAHAT,074342161,074327503,JEB0016@moe.edu.my,Bandar,853,75,TIADA,ADA,102.94157,1.846075
